station_id,S_i,B_i,Total_Volume,Daily_Events
10591,0.75,0.0,6,0.8571428571428571
10597,-0.1481012658227848,0.29931054847528604,134,19.142857142857142
10598,-0.05357142857142857,0.20813482606259293,31,4.428571428571429
10615,-0.09288389513108615,0.24186104565819974,150,21.428571428571427
10617,-0.375,0.5175491695067657,8,1.1428571428571428
10637,-0.08887587822014052,0.2535254770289558,248,35.42857142857143
10638,0.8571428571428571,0.3293411733531179,33,4.714285714285714
10640,0.11904761904761904,0.4718252299517774,23,3.2857142857142856
10641,0.026666666666666665,0.46815239683960463,34,4.857142857142857
10648,-1.0,0.0,13,1.8571428571428572
10649,,0.0,22,3.142857142857143
10654,-0.5,0.0,5,0.7142857142857143
10657,0.9230769230769231,0.2773500981126145,13,1.8571428571428572
10659,0.9285714285714286,0.24682862424747082,42,6.0
10661,,0.0,77,11.0
10667,0.0,0.0,8,1.1428571428571428
10668,-0.16666666666666666,0.18257418583505539,44,6.285714285714286
10671,-1.0,0.0,44,6.285714285714286
10674,0.0,0.0,8,1.1428571428571428
10675,0.0,0.0,13,1.8571428571428572
10676,0.8717948717948718,0.29428767395651323,93,13.285714285714286
10677,0.9716171617161716,0.12803091107782974,255,36.42857142857143
10684,-0.026143790849673207,0.14671419313151313,65,9.285714285714286
10687,,0.0,70,10.0
10688,0.7368421052631579,0.45241392835886407,23,3.2857142857142856
10689,0.16666666666666666,0.48507125007266594,20,2.857142857142857
10694,0.0,0.0,6,0.8571428571428571
10699,0.9207650273224043,0.2574924619124067,86,12.285714285714286
10700,0.8854609929078014,0.2767497180971733,235,33.57142857142857
10701,1.0,0.0,40,5.714285714285714
10705,0.0,0.0,8,1.1428571428571428
10712,-0.08063648705096073,0.19862000805808402,580,82.85714285714286
10714,0.6923076923076923,0.4803844614152614,13,1.8571428571428572
10720,0.5230769230769231,0.271746488194703,35,5.0
10721,0.01435406698564593,0.3153017676423058,22,3.142857142857143
10726,-0.06930067682325768,0.17613551482146697,775,110.71428571428571
10728,-0.125,0.3535533905932738,8,1.1428571428571428
10729,0.0,0.0,10,1.4285714285714286
10736,0.0,0.0,18,2.5714285714285716
10737,0.478494623655914,0.4748136778504123,38,5.428571428571429
10743,-0.5333333333333333,0.0,13,1.8571428571428572
10748,0.0,0.0,6,0.8571428571428571
10749,0.0,0.0,7,1.0
10753,-1.0,0.0,6,0.8571428571428571
10761,0.0,0.0,10,1.4285714285714286
10769,0.0,0.0,23,3.2857142857142856
10772,-0.06921768707482993,0.23251392746490807,183,26.142857142857142
10779,-0.31521739130434784,0.43917467610879574,60,8.571428571428571
10781,,0.0,33,4.714285714285714
10782,-0.09438775510204081,0.2358958926113853,210,30.0
10783,0.4556689342403628,0.2875982107152413,270,38.57142857142857
10790,,0.0,287,41.0
10791,-0.04320987654320988,0.1947561642323124,70,10.0
10794,0.9303508771929825,0.2332443972778671,176,25.142857142857142
10802,0.31818181818181823,0.0,26,3.7142857142857144
10804,0.568888888888889,0.060858061945018485,43,6.142857142857143
10806,0.0,0.0,11,1.5714285714285714
10816,0.9064327485380117,0.2614488484458046,216,30.857142857142858
10820,0.0,0.0,7,1.0
10822,0.0,0.0,7,1.0
10823,-0.08333333333333333,0.28867513459481287,13,1.8571428571428572
10828,-0.045454545454545456,0.0,11,1.5714285714285714
10830,0.0,0.0,18,2.5714285714285716
10831,,0.0,272,38.857142857142854
10834,-0.03639709906951286,0.12008389791751733,681,97.28571428571429
10837,,0.0,53,7.571428571428571
10839,,0.0,8,1.1428571428571428
10853,-0.0909090909090909,0.0,7,1.0
10856,-0.09090909090909091,0.0,14,2.0
10861,0.8594104308390024,0.2499537037710423,137,19.571428571428573
10862,-1.0,0.0,22,3.142857142857143
10863,0.9078947368421053,0.2812919796392857,52,7.428571428571429
10868,-0.09640120290898355,0.11737049716954034,1699,242.71428571428572
10872,0.9848484848484849,0.08703882797784893,44,6.285714285714286
10875,,0.0,37,5.285714285714286
10878,1.0,0.0,6,0.8571428571428571
10880,0.5665263074926941,0.17024826222164216,352,50.285714285714285
10881,0.5460526315789473,0.2507299285606395,27,3.857142857142857
10883,-1.0,0.0,50,7.142857142857143
10889,0.0,0.0,6,0.8571428571428571
10895,0.0,0.0,9,1.2857142857142858
10900,0.0,0.0,63,9.0
10905,-0.04220779220779221,0.19619152415180655,115,16.428571428571427
10908,-0.021736154819552652,0.05352077080864226,875,125.0
10910,-0.07323232323232323,0.2150904955220506,103,14.714285714285714
10911,,0.0,710,101.42857142857143
10912,-0.017857142857142856,0.12278050236024599,124,17.714285714285715
10913,,0.0,38,5.428571428571429
10914,-0.023255813953488372,0.10654131615822317,51,7.285714285714286
10915,0.9105140186915888,0.2359282273709219,233,33.285714285714285
10916,-1.0,0.0,17,2.4285714285714284
