station_id,delta_s,Delta_s,sigma_s,Sigma_s,ratio_demand,ratio_supply,W_FPG
10380,0.0,50,2.0,9.0,0.0,0.2222222222222222,-5.482907037311182e-05
10381,225.0,248,0.0,5.0,0.907258064516129,0.0,0.0011102886750555144
10388,13.0,74,0.0,12.0,0.17567567567567569,0.0,6.415001233654083e-05
10393,0.0,6,2.0,9.0,0.0,0.2222222222222222,-6.5794884447734184e-06
10397,1.0,1,4.0,4.0,1.0,1.0,0.0
10399,0.0,1,0.0,6.0,0.0,0.0,0.0
10400,0.0,20,0.0,6.0,0.0,0.0,0.0
10401,4.0,4,4.0,4.0,1.0,1.0,0.0
10404,0.0,13,0.0,4.0,0.0,0.0,0.0
10406,2.0,2,8.0,16.0,1.0,0.5,4.934616333580064e-06
10407,0.0,26,0.0,2.0,0.0,0.0,0.0
10411,575.0,602,4.0,4.0,0.9551495016611296,1.0,-0.0001332346410066618
10412,13.0,23,4.0,4.0,0.5652173913043478,1.0,-4.9346163335800646e-05
10416,0.0,5,20.0,20.0,0.0,1.0,-2.467308166790032e-05
10417,162.0,173,0.0,10.0,0.9364161849710982,0.0,0.0007994078460399704
10419,1.0,1,0.0,9.0,1.0,0.0,4.934616333580064e-06
10424,1.0,1,1.0,1.0,1.0,1.0,0.0
10428,0.0,13,0.0,10.0,0.0,0.0,0.0
10429,0.0,12,0.0,18.0,0.0,0.0,0.0
10431,0.0,13,0.0,6.0,0.0,0.0,0.0
10435,0.0,6,1.0,1.0,0.0,1.0,-2.9607698001480386e-05
10436,148.0,205,0.0,6.0,0.7219512195121951,0.0,0.0007303232173698494
10438,0.0,8,8.0,8.0,0.0,1.0,-3.9476930668640514e-05
10440,0.0,28,0.0,1.0,0.0,0.0,0.0
10442,78.0,83,8.0,8.0,0.9397590361445783,1.0,-2.467308166790031e-05
10446,809.0,912,10.0,13.0,0.8870614035087719,0.7692307692307693,0.0005302814629239498
10447,0.0,18,2.0,8.0,0.0,0.25,-2.220577350111029e-05
10448,263.0,285,10.0,13.0,0.9228070175438596,0.7692307692307693,0.00021598436106208118
10454,0.0,4,8.0,8.0,0.0,1.0,-1.9738465334320257e-05
10455,0.0,15,2.0,8.0,0.0,0.25,-1.850481125092524e-05
10457,0.0,12,0.0,21.0,0.0,0.0,0.0
10458,148.0,154,0.0,21.0,0.961038961038961,0.0,0.0007303232173698495
10464,4.0,4,10.0,13.0,1.0,0.7692307692307693,4.555030461766212e-06
10465,2.0,2,10.0,13.0,1.0,0.7692307692307693,2.277515230883106e-06
10467,0.0,13,8.0,8.0,0.0,1.0,-6.415001233654083e-05
10468,0.0,4,8.0,8.0,0.0,1.0,-1.9738465334320257e-05
10472,109.0,115,9.0,12.0,0.9478260869565217,0.75,0.00011226252158894644
10473,15.0,16,3.0,3.0,0.9375,1.0,-4.934616333580064e-06
10480,159.0,168,0.0,2.0,0.9464285714285714,0.0,0.0007846039970392302
10482,0.0,8,8.0,16.0,0.0,0.5,-1.9738465334320257e-05
10483,0.0,3,8.0,16.0,0.0,0.5,-7.401924500370096e-06
10485,0.0,24,1.0,1.0,0.0,1.0,-0.00011843079200592154
10486,1.0,1,0.0,10.0,1.0,0.0,4.934616333580064e-06
10487,0.0,8,8.0,8.0,0.0,1.0,-3.9476930668640514e-05
10491,23.0,26,10.0,10.0,0.8846153846153846,1.0,-1.4803849000740196e-05
10494,77.0,83,0.0,1.0,0.927710843373494,0.0,0.00037996545768566493
10495,32.0,33,2.0,2.0,0.9696969696969697,1.0,-4.93461633358006e-06
10497,119.0,125,2.0,2.0,0.952,1.0,-2.960769800148041e-05
10503,282.0,311,0.0,1.0,0.9067524115755627,0.0,0.0013915618060695782
10505,12.0,17,0.0,30.0,0.7058823529411765,0.0,5.921539600296077e-05
10507,38.0,42,0.0,10.0,0.9047619047619048,0.0,0.00018751542067604245
10509,37.0,42,0.0,10.0,0.8809523809523809,0.0,0.00018258080434246238
10511,2.0,2,0.0,10.0,1.0,0.0,9.869232667160129e-06
10512,233.0,256,8.0,16.0,0.91015625,0.5,0.0005181347150259067
10514,0.0,35,8.0,8.0,0.0,1.0,-0.00017271157167530224
10517,208.0,215,0.0,1.0,0.9674418604651163,0.0,0.0010264001973846533
10520,190.0,194,2.0,2.0,0.979381443298969,1.0,-1.973846533432029e-05
10526,358.0,385,0.0,2.0,0.9298701298701298,0.0,0.001766592647421663
10528,59.0,70,0.0,6.0,0.8428571428571429,0.0,0.0002911423636812238
10535,187.0,201,0.0,4.0,0.9303482587064676,0.0,0.000922773254379472
10536,0.0,7,0.0,9.0,0.0,0.0,0.0
10538,0.0,12,0.0,9.0,0.0,0.0,0.0
10539,0.0,13,0.0,9.0,0.0,0.0,0.0
10540,0.0,9,0.0,9.0,0.0,0.0,0.0
10542,43.0,47,0.0,4.0,0.9148936170212766,0.0,0.00021218850234394276
10543,35.0,38,1.0,1.0,0.9210526315789473,1.0,-1.4803849000740198e-05
10546,0.0,13,0.0,3.0,0.0,0.0,0.0
10550,1.0,1,0.0,6.0,1.0,0.0,4.934616333580064e-06
